column_name,dt,col_type,n_total,n_missing,n_unique,mean,std,min_val,max_val,top_10
CHANNEL,202408,categorical,45750,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202409,numeric,48733,0,1,202409,0,202409,202409,
ACCT_ID,202409,numeric,48733,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202409,categorical,48733,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202409,numeric,48733,5,48633,5500.50,3200.25,0.01,999999.99,
CHANNEL,202409,categorical,48733,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202410,numeric,49741,0,1,202410,0,202410,202410,
ACCT_ID,202410,numeric,49741,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202410,categorical,49741,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202410,numeric,49741,5,49641,5500.50,3200.25,0.01,999999.99,
CHANNEL,202410,categorical,49741,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202412,numeric,48814,0,1,202412,0,202412,202412,
ACCT_ID,202412,numeric,48814,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202412,categorical,48814,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202412,numeric,48814,5,48714,5500.50,3200.25,0.01,999999.99,
CHANNEL,202412,categorical,48814,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202501,numeric,46654,0,1,202501,0,202501,202501,
ACCT_ID,202501,numeric,46654,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202501,categorical,46654,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202501,numeric,46654,5,46554,5500.50,3200.25,0.01,999999.99,
CHANNEL,202501,categorical,46654,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202503,numeric,49554,0,1,202503,0,202503,202503,
ACCT_ID,202503,numeric,49554,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202503,categorical,49554,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202503,numeric,49554,5,49454,5500.50,3200.25,0.01,999999.99,
CHANNEL,202503,categorical,49554,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202504,numeric,52428,0,1,202504,0,202504,202504,
ACCT_ID,202504,numeric,52428,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202504,categorical,52428,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202504,numeric,52428,5,52328,5500.50,3200.25,0.01,999999.99,
CHANNEL,202504,categorical,52428,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202505,numeric,50977,0,1,202505,0,202505,202505,
ACCT_ID,202505,numeric,50977,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202505,categorical,50977,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202505,numeric,50977,5,50877,5500.50,3200.25,0.01,999999.99,
CHANNEL,202505,categorical,50977,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202506,numeric,47664,0,1,202506,0,202506,202506,
ACCT_ID,202506,numeric,47664,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202506,categorical,47664,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202506,numeric,47664,5,47564,5500.50,3200.25,0.01,999999.99,
CHANNEL,202506,categorical,47664,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202507,numeric,51065,0,1,202507,0,202507,202507,
ACCT_ID,202507,numeric,51065,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202507,categorical,51065,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202507,numeric,51065,5,50965,5500.50,3200.25,0.01,999999.99,
CHANNEL,202507,categorical,51065,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202509,numeric,48432,0,1,202509,0,202509,202509,
ACCT_ID,202509,numeric,48432,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202509,categorical,48432,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202509,numeric,48432,5,48332,5500.50,3200.25,0.01,999999.99,
CHANNEL,202509,categorical,48432,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202511,numeric,46169,0,1,202511,0,202511,202511,
ACCT_ID,202511,numeric,46169,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202511,categorical,46169,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202511,numeric,46169,5,46069,5500.50,3200.25,0.01,999999.99,
CHANNEL,202511,categorical,46169,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202512,numeric,54980,0,1,202512,0,202512,202512,
ACCT_ID,202512,numeric,54980,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202512,categorical,54980,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202512,numeric,54980,5,54880,5500.50,3200.25,0.01,999999.99,
CHANNEL,202512,categorical,54980,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202601,numeric,47803,0,1,202601,0,202601,202601,
ACCT_ID,202601,numeric,47803,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202601,categorical,47803,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202601,numeric,47803,5,47703,5500.50,3200.25,0.01,999999.99,
CHANNEL,202601,categorical,47803,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202602,numeric,53751,0,1,202602,0,202602,202602,
ACCT_ID,202602,numeric,53751,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202602,categorical,53751,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202602,numeric,53751,5,53651,5500.50,3200.25,0.01,999999.99,
CHANNEL,202602,categorical,53751,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202603,numeric,49010,0,1,202603,0,202603,202603,
ACCT_ID,202603,numeric,49010,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202603,categorical,49010,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202603,numeric,49010,5,48910,5500.50,3200.25,0.01,999999.99,
CHANNEL,202603,categorical,49010,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202606,numeric,51216,0,1,202606,0,202606,202606,
ACCT_ID,202606,numeric,51216,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202606,categorical,51216,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202606,numeric,51216,5,51116,5500.50,3200.25,0.01,999999.99,
CHANNEL,202606,categorical,51216,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202612,numeric,48752,0,1,202612,0,202612,202612,
ACCT_ID,202612,numeric,48752,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202612,categorical,48752,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202612,numeric,48752,5,48652,5500.50,3200.25,0.01,999999.99,
CHANNEL,202612,categorical,48752,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202701,numeric,45525,0,1,202701,0,202701,202701,
ACCT_ID,202701,numeric,45525,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202701,categorical,45525,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202701,numeric,45525,5,45425,5500.50,3200.25,0.01,999999.99,
CHANNEL,202701,categorical,45525,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202702,numeric,50168,0,1,202702,0,202702,202702,
ACCT_ID,202702,numeric,50168,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202702,categorical,50168,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202702,numeric,50168,5,50068,5500.50,3200.25,0.01,999999.99,
CHANNEL,202702,categorical,50168,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202703,numeric,51572,0,1,202703,0,202703,202703,
ACCT_ID,202703,numeric,51572,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202703,categorical,51572,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202703,numeric,51572,5,51472,5500.50,3200.25,0.01,999999.99,
CHANNEL,202703,categorical,51572,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202704,numeric,49386,0,1,202704,0,202704,202704,
ACCT_ID,202704,numeric,49386,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202704,categorical,49386,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202704,numeric,49386,5,49286,5500.50,3200.25,0.01,999999.99,
CHANNEL,202704,categorical,49386,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202705,numeric,46084,0,1,202705,0,202705,202705,
ACCT_ID,202705,numeric,46084,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202705,categorical,46084,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202705,numeric,46084,5,45984,5500.50,3200.25,0.01,999999.99,
CHANNEL,202705,categorical,46084,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202708,numeric,50155,0,1,202708,0,202708,202708,
ACCT_ID,202708,numeric,50155,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202708,categorical,50155,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202708,numeric,50155,5,50055,5500.50,3200.25,0.01,999999.99,
CHANNEL,202708,categorical,50155,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202710,numeric,53179,0,1,202710,0,202710,202710,
ACCT_ID,202710,numeric,53179,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202710,categorical,53179,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202710,numeric,53179,5,53079,5500.50,3200.25,0.01,999999.99,
CHANNEL,202710,categorical,53179,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202711,numeric,51482,0,1,202711,0,202711,202711,
ACCT_ID,202711,numeric,51482,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202711,categorical,51482,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202711,numeric,51482,5,51382,5500.50,3200.25,0.01,999999.99,
CHANNEL,202711,categorical,51482,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202802,numeric,49339,0,1,202802,0,202802,202802,
ACCT_ID,202802,numeric,49339,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202802,categorical,49339,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202802,numeric,49339,5,49239,5500.50,3200.25,0.01,999999.99,
CHANNEL,202802,categorical,49339,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202803,numeric,47287,0,1,202803,0,202803,202803,
ACCT_ID,202803,numeric,47287,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202803,categorical,47287,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202803,numeric,47287,5,47187,5500.50,3200.25,0.01,999999.99,
CHANNEL,202803,categorical,47287,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202804,numeric,49040,0,1,202804,0,202804,202804,
ACCT_ID,202804,numeric,49040,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202804,categorical,49040,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202804,numeric,49040,5,48940,5500.50,3200.25,0.01,999999.99,
CHANNEL,202804,categorical,49040,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202806,numeric,53830,0,1,202806,0,202806,202806,
ACCT_ID,202806,numeric,53830,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202806,categorical,53830,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202806,numeric,53830,5,53730,5500.50,3200.25,0.01,999999.99,
CHANNEL,202806,categorical,53830,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202808,numeric,54577,0,1,202808,0,202808,202808,
ACCT_ID,202808,numeric,54577,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202808,categorical,54577,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202808,numeric,54577,5,54477,5500.50,3200.25,0.01,999999.99,
CHANNEL,202808,categorical,54577,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202809,numeric,52019,0,1,202809,0,202809,202809,
ACCT_ID,202809,numeric,52019,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202809,categorical,52019,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202809,numeric,52019,5,51919,5500.50,3200.25,0.01,999999.99,
CHANNEL,202809,categorical,52019,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202810,numeric,54560,0,1,202810,0,202810,202810,
ACCT_ID,202810,numeric,54560,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202810,categorical,54560,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202810,numeric,54560,5,54460,5500.50,3200.25,0.01,999999.99,
CHANNEL,202810,categorical,54560,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202812,numeric,50930,0,1,202812,0,202812,202812,
ACCT_ID,202812,numeric,50930,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202812,categorical,50930,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202812,numeric,50930,5,50830,5500.50,3200.25,0.01,999999.99,
CHANNEL,202812,categorical,50930,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202902,numeric,47266,0,1,202902,0,202902,202902,
ACCT_ID,202902,numeric,47266,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202902,categorical,47266,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202902,numeric,47266,5,47166,5500.50,3200.25,0.01,999999.99,
CHANNEL,202902,categorical,47266,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202904,numeric,53085,0,1,202904,0,202904,202904,
ACCT_ID,202904,numeric,53085,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202904,categorical,53085,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202904,numeric,53085,5,52985,5500.50,3200.25,0.01,999999.99,
CHANNEL,202904,categorical,53085,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202906,numeric,45771,0,1,202906,0,202906,202906,
ACCT_ID,202906,numeric,45771,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202906,categorical,45771,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202906,numeric,45771,5,45671,5500.50,3200.25,0.01,999999.99,
CHANNEL,202906,categorical,45771,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202907,numeric,46796,0,1,202907,0,202907,202907,
ACCT_ID,202907,numeric,46796,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202907,categorical,46796,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202907,numeric,46796,5,46696,5500.50,3200.25,0.01,999999.99,
CHANNEL,202907,categorical,46796,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202908,numeric,47504,0,1,202908,0,202908,202908,
ACCT_ID,202908,numeric,47504,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202908,categorical,47504,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202908,numeric,47504,5,47404,5500.50,3200.25,0.01,999999.99,
CHANNEL,202908,categorical,47504,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202909,numeric,47621,0,1,202909,0,202909,202909,
ACCT_ID,202909,numeric,47621,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202909,categorical,47621,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202909,numeric,47621,5,47521,5500.50,3200.25,0.01,999999.99,
CHANNEL,202909,categorical,47621,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,203003,numeric,54763,0,1,203003,0,203003,203003,
ACCT_ID,203003,numeric,54763,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,203003,categorical,54763,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
