column_name,dt,col_type,n_total,n_missing,n_unique,mean,std,min_val,max_val,top_10
month_dt,202412,categorical,48814,0,1,,,,202412,{}
account_id,202412,numeric,48814,0,8500,55000.2,25000.5,10000,99999,
txn_type,202412,categorical,48814,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202412,numeric,48814,5,48714,5500.50,3200.25,0.01,999999.99,
channel,202412,categorical,48814,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202501,categorical,46654,0,1,,,,202501,{}
account_id,202501,numeric,46654,0,8500,55000.2,25000.5,10000,99999,
txn_type,202501,categorical,46654,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202501,numeric,46654,5,46554,5500.50,3200.25,0.01,999999.99,
channel,202501,categorical,46654,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202503,categorical,49554,0,1,,,,202503,{}
account_id,202503,numeric,49554,0,8500,55000.2,25000.5,10000,99999,
txn_type,202503,categorical,49554,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202503,numeric,49554,5,49454,5500.50,3200.25,0.01,999999.99,
channel,202503,categorical,49554,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202504,categorical,38791,0,1,,,,202504,{}
account_id,202504,numeric,38791,0,8500,55000.2,25000.5,10000,99999,
txn_type,202504,categorical,38791,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202504,numeric,38791,5,38691,5500.50,3200.25,0.01,999999.99,
channel,202504,categorical,38791,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202505,categorical,57036,0,1,,,,202505,{}
account_id,202505,numeric,57036,0,8500,55000.2,25000.5,10000,99999,
txn_type,202505,categorical,57036,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202505,numeric,57036,5,56936,5500.50,3200.25,0.01,999999.99,
channel,202505,categorical,57036,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202506,categorical,53008,0,1,,,,202506,{}
account_id,202506,numeric,53008,0,8500,55000.2,25000.5,10000,99999,
txn_type,202506,categorical,53008,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202506,numeric,53008,5,52908,5500.50,3200.25,0.01,999999.99,
channel,202506,categorical,53008,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202507,categorical,51065,0,1,,,,202507,{}
account_id,202507,numeric,51065,0,8500,55000.2,25000.5,10000,99999,
txn_type,202507,categorical,51065,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202507,numeric,51065,5,50965,5500.50,3200.25,0.01,999999.99,
channel,202507,categorical,51065,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202509,categorical,48432,0,1,,,,202509,{}
account_id,202509,numeric,48432,0,8500,55000.2,25000.5,10000,99999,
txn_type,202509,categorical,48432,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202509,numeric,48432,5,48332,5500.50,3200.25,0.01,999999.99,
channel,202509,categorical,48432,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202511,categorical,34096,0,1,,,,202511,{}
account_id,202511,numeric,34096,0,8500,55000.2,25000.5,10000,99999,
txn_type,202511,categorical,34096,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202511,numeric,34096,5,33996,5500.50,3200.25,0.01,999999.99,
channel,202511,categorical,34096,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202512,categorical,54980,0,1,,,,202512,{}
account_id,202512,numeric,54980,0,8500,55000.2,25000.5,10000,99999,
txn_type,202512,categorical,54980,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202512,numeric,54980,5,54880,5500.50,3200.25,0.01,999999.99,
channel,202512,categorical,54980,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202601,categorical,47803,0,1,,,,202601,{}
account_id,202601,numeric,47803,0,8500,55000.2,25000.5,10000,99999,
txn_type,202601,categorical,47803,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202601,numeric,47803,5,47703,5500.50,3200.25,0.01,999999.99,
channel,202601,categorical,47803,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202602,categorical,53751,0,1,,,,202602,{}
account_id,202602,numeric,53751,0,8500,55000.2,25000.5,10000,99999,
txn_type,202602,categorical,53751,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202602,numeric,53751,5,53651,5500.50,3200.25,0.01,999999.99,
channel,202602,categorical,53751,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202603,categorical,49010,0,1,,,,202603,{}
account_id,202603,numeric,49010,0,8500,55000.2,25000.5,10000,99999,
txn_type,202603,categorical,49010,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202603,numeric,49010,5,48910,5500.50,3200.25,0.01,999999.99,
channel,202603,categorical,49010,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202606,categorical,51216,0,1,,,,202606,{}
account_id,202606,numeric,51216,0,8500,55000.2,25000.5,10000,99999,
txn_type,202606,categorical,51216,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202606,numeric,51216,5,51116,5500.50,3200.25,0.01,999999.99,
channel,202606,categorical,51216,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202612,categorical,48752,0,1,,,,202612,{}
account_id,202612,numeric,48752,0,8500,55000.2,25000.5,10000,99999,
txn_type,202612,categorical,48752,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202612,numeric,48752,5,48652,5500.50,3200.25,0.01,999999.99,
channel,202612,categorical,48752,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202701,categorical,45525,0,1,,,,202701,{}
account_id,202701,numeric,45525,0,8500,55000.2,25000.5,10000,99999,
txn_type,202701,categorical,45525,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202701,numeric,45525,5,45425,5500.50,3200.25,0.01,999999.99,
channel,202701,categorical,45525,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202702,categorical,50168,0,1,,,,202702,{}
account_id,202702,numeric,50168,0,8500,55000.2,25000.5,10000,99999,
txn_type,202702,categorical,50168,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202702,numeric,50168,5,50068,5500.50,3200.25,0.01,999999.99,
channel,202702,categorical,50168,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202703,categorical,51572,0,1,,,,202703,{}
account_id,202703,numeric,51572,0,8500,55000.2,25000.5,10000,99999,
txn_type,202703,categorical,51572,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202703,numeric,51572,5,51472,5500.50,3200.25,0.01,999999.99,
channel,202703,categorical,51572,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202704,categorical,49386,0,1,,,,202704,{}
account_id,202704,numeric,49386,0,8500,55000.2,25000.5,10000,99999,
txn_type,202704,categorical,49386,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202704,numeric,49386,5,49286,5500.50,3200.25,0.01,999999.99,
channel,202704,categorical,49386,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202705,categorical,46084,0,1,,,,202705,{}
account_id,202705,numeric,46084,0,8500,55000.2,25000.5,10000,99999,
txn_type,202705,categorical,46084,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202705,numeric,46084,5,45984,5500.50,3200.25,0.01,999999.99,
channel,202705,categorical,46084,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202708,categorical,50155,0,1,,,,202708,{}
account_id,202708,numeric,50155,0,8500,55000.2,25000.5,10000,99999,
txn_type,202708,categorical,50155,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202708,numeric,50155,5,50055,5500.50,3200.25,0.01,999999.99,
channel,202708,categorical,50155,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202710,categorical,53179,0,1,,,,202710,{}
account_id,202710,numeric,53179,0,8500,55000.2,25000.5,10000,99999,
txn_type,202710,categorical,53179,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202710,numeric,53179,5,53079,5500.50,3200.25,0.01,999999.99,
channel,202710,categorical,53179,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202711,categorical,45813,0,1,,,,202711,{}
account_id,202711,numeric,45813,0,8500,55000.2,25000.5,10000,99999,
txn_type,202711,categorical,45813,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202711,numeric,45813,5,45713,5500.50,3200.25,0.01,999999.99,
channel,202711,categorical,45813,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202802,categorical,49339,0,1,,,,202802,{}
account_id,202802,numeric,49339,0,8500,55000.2,25000.5,10000,99999,
txn_type,202802,categorical,49339,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202802,numeric,49339,5,49239,5500.50,3200.25,0.01,999999.99,
channel,202802,categorical,49339,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202803,categorical,47287,0,1,,,,202803,{}
account_id,202803,numeric,47287,0,8500,55000.2,25000.5,10000,99999,
txn_type,202803,categorical,47287,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202803,numeric,47287,5,47187,5500.50,3200.25,0.01,999999.99,
channel,202803,categorical,47287,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202804,categorical,49040,0,1,,,,202804,{}
account_id,202804,numeric,49040,0,8500,55000.2,25000.5,10000,99999,
txn_type,202804,categorical,49040,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202804,numeric,49040,5,48940,5500.50,3200.25,0.01,999999.99,
channel,202804,categorical,49040,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202806,categorical,53830,0,1,,,,202806,{}
account_id,202806,numeric,53830,0,8500,55000.2,25000.5,10000,99999,
txn_type,202806,categorical,53830,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202806,numeric,53830,5,53730,5500.50,3200.25,0.01,999999.99,
channel,202806,categorical,53830,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202808,categorical,54577,0,1,,,,202808,{}
account_id,202808,numeric,54577,0,8500,55000.2,25000.5,10000,99999,
txn_type,202808,categorical,54577,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202808,numeric,54577,5,54477,5500.50,3200.25,0.01,999999.99,
channel,202808,categorical,54577,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202809,categorical,52019,0,1,,,,202809,{}
account_id,202809,numeric,52019,0,8500,55000.2,25000.5,10000,99999,
txn_type,202809,categorical,52019,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202809,numeric,52019,5,51919,5500.50,3200.25,0.01,999999.99,
channel,202809,categorical,52019,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202810,categorical,54560,0,1,,,,202810,{}
account_id,202810,numeric,54560,0,8500,55000.2,25000.5,10000,99999,
txn_type,202810,categorical,54560,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202810,numeric,54560,5,54460,5500.50,3200.25,0.01,999999.99,
channel,202810,categorical,54560,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202812,categorical,50930,0,1,,,,202812,{}
account_id,202812,numeric,50930,0,8500,55000.2,25000.5,10000,99999,
txn_type,202812,categorical,50930,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202812,numeric,50930,5,50830,5500.50,3200.25,0.01,999999.99,
channel,202812,categorical,50930,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202902,categorical,47266,0,1,,,,202902,{}
account_id,202902,numeric,47266,0,8500,55000.2,25000.5,10000,99999,
txn_type,202902,categorical,47266,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202902,numeric,47266,5,47166,5500.50,3200.25,0.01,999999.99,
channel,202902,categorical,47266,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202904,categorical,53085,0,1,,,,202904,{}
account_id,202904,numeric,53085,0,8500,55000.2,25000.5,10000,99999,
txn_type,202904,categorical,53085,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202904,numeric,53085,5,52985,5500.50,3200.25,0.01,999999.99,
channel,202904,categorical,53085,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202906,categorical,45771,0,1,,,,202906,{}
account_id,202906,numeric,45771,0,8500,55000.2,25000.5,10000,99999,
txn_type,202906,categorical,45771,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202906,numeric,45771,5,45671,5500.50,3200.25,0.01,999999.99,
channel,202906,categorical,45771,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202907,categorical,46796,0,1,,,,202907,{}
account_id,202907,numeric,46796,0,8500,55000.2,25000.5,10000,99999,
txn_type,202907,categorical,46796,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202907,numeric,46796,5,46696,5500.50,3200.25,0.01,999999.99,
channel,202907,categorical,46796,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202908,categorical,47504,0,1,,,,202908,{}
account_id,202908,numeric,47504,0,8500,55000.2,25000.5,10000,99999,
txn_type,202908,categorical,47504,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202908,numeric,47504,5,47404,5500.50,3200.25,0.01,999999.99,
channel,202908,categorical,47504,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202909,categorical,47621,0,1,,,,202909,{}
account_id,202909,numeric,47621,0,8500,55000.2,25000.5,10000,99999,
txn_type,202909,categorical,47621,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202909,numeric,47621,5,47521,5500.50,3200.25,0.01,999999.99,
channel,202909,categorical,47621,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203003,categorical,54763,0,1,,,,203003,{}
account_id,203003,numeric,54763,0,8500,55000.2,25000.5,10000,99999,
txn_type,203003,categorical,54763,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203003,numeric,54763,5,54663,5500.50,3200.25,0.01,999999.99,
channel,203003,categorical,54763,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203004,categorical,52668,0,1,,,,203004,{}
account_id,203004,numeric,52668,0,8500,55000.2,25000.5,10000,99999,
txn_type,203004,categorical,52668,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203004,numeric,52668,5,52568,5500.50,3200.25,0.01,999999.99,
channel,203004,categorical,52668,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203007,categorical,54064,0,1,,,,203007,{}
account_id,203007,numeric,54064,0,8500,55000.2,25000.5,10000,99999,
txn_type,203007,categorical,54064,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203007,numeric,54064,5,53964,5500.50,3200.25,0.01,999999.99,
channel,203007,categorical,54064,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203008,categorical,56244,0,1,,,,203008,{}
account_id,203008,numeric,56244,0,8500,55000.2,25000.5,10000,99999,
txn_type,203008,categorical,56244,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203008,numeric,56244,5,56144,5500.50,3200.25,0.01,999999.99,
channel,203008,categorical,56244,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203009,categorical,46876,0,1,,,,203009,{}
account_id,203009,numeric,46876,0,8500,55000.2,25000.5,10000,99999,
txn_type,203009,categorical,46876,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,203009,numeric,46876,5,46776,5500.50,3200.25,0.01,999999.99,
channel,203009,categorical,46876,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,203010,categorical,53797,0,1,,,,203010,{}
